﻿type,name,steam_appid,developers,publishers,website,categories,genres,steam_url,detection_stage,api_response_type,potential_duplicate,release_date,description,supported_languages,followers,wishlists_est,wishlist_rank,discovery_date
unknown,Early Stage App (ID: 3457270),3457270,,,,,,https://store.steampowered.com/app/3457270,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3883260),3883260,,,,,,https://store.steampowered.com/app/3883260,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3883310),3883310,,,,,,https://store.steampowered.com/app/3883310,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3948850),3948850,,,,,,https://store.steampowered.com/app/3948850,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3916090),3916090,,,,,,https://store.steampowered.com/app/3916090,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3457340),3457340,,,,,,https://store.steampowered.com/app/3457340,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3457370),3457370,,,,,,https://store.steampowered.com/app/3457370,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3948930),3948930,,,,,,https://store.steampowered.com/app/3948930,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3228060),3228060,,,,,,https://store.steampowered.com/app/3228060,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949020),3949020,,,,,,https://store.steampowered.com/app/3949020,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3785200),3785200,,,,,,https://store.steampowered.com/app/3785200,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3817970),3817970,,,,,,https://store.steampowered.com/app/3817970,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3883530),3883530,,,,,,https://store.steampowered.com/app/3883530,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3883540),3883540,,,,,,https://store.steampowered.com/app/3883540,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3785260),3785260,,,,,,https://store.steampowered.com/app/3785260,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3785270),3785270,,,,,,https://store.steampowered.com/app/3785270,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949170),3949170,,,,,,https://store.steampowered.com/app/3949170,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3490440),3490440,,,,,,https://store.steampowered.com/app/3490440,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3850880),3850880,,,,,,https://store.steampowered.com/app/3850880,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949210),3949210,,,,,,https://store.steampowered.com/app/3949210,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2671260),2671260,,,,,,https://store.steampowered.com/app/2671260,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3556000),3556000,,,,,,https://store.steampowered.com/app/3556000,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3883700),3883700,,,,,,https://store.steampowered.com/app/3883700,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3785400),3785400,,,,,,https://store.steampowered.com/app/3785400,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949260),3949260,,,,,,https://store.steampowered.com/app/3949260,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3883730),3883730,,,,,,https://store.steampowered.com/app/3883730,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3851000),3851000,,,,,,https://store.steampowered.com/app/3851000,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3883750),3883750,,,,,,https://store.steampowered.com/app/3883750,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3916550),3916550,,,,,,https://store.steampowered.com/app/3916550,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949320),3949320,,,,,,https://store.steampowered.com/app/3949320,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3719960),3719960,,,,,,https://store.steampowered.com/app/3719960,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3785490),3785490,,,,,,https://store.steampowered.com/app/3785490,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3720020),3720020,,,,,,https://store.steampowered.com/app/3720020,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949420),3949420,,,,,,https://store.steampowered.com/app/3949420,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3883910),3883910,,,,,,https://store.steampowered.com/app/3883910,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949450),3949450,,,,,,https://store.steampowered.com/app/3949450,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3916760),3916760,,,,,,https://store.steampowered.com/app/3916760,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949540),3949540,,,,,,https://store.steampowered.com/app/3949540,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884020),3884020,,,,,,https://store.steampowered.com/app/3884020,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884030),3884030,,,,,,https://store.steampowered.com/app/3884030,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949570),3949570,,,,,,https://store.steampowered.com/app/3949570,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3818500),3818500,,,,,,https://store.steampowered.com/app/3818500,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949580),3949580,,,,,,https://store.steampowered.com/app/3949580,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884050),3884050,,,,,,https://store.steampowered.com/app/3884050,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3654680),3654680,,,,,,https://store.steampowered.com/app/3654680,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3916820),3916820,,,,,,https://store.steampowered.com/app/3916820,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3916850),3916850,,,,,,https://store.steampowered.com/app/3916850,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3916860),3916860,,,,,,https://store.steampowered.com/app/3916860,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3851340),3851340,,,,,,https://store.steampowered.com/app/3851340,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884140),3884140,,,,,,https://store.steampowered.com/app/3884140,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949650),3949650,,,,,,https://store.steampowered.com/app/3949650,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949670),3949670,,,,,,https://store.steampowered.com/app/3949670,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3753070),3753070,,,,,,https://store.steampowered.com/app/3753070,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949740),3949740,,,,,,https://store.steampowered.com/app/3949740,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884200),3884200,,,,,,https://store.steampowered.com/app/3884200,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3818700),3818700,,,,,,https://store.steampowered.com/app/3818700,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949790),3949790,,,,,,https://store.steampowered.com/app/3949790,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884260),3884260,,,,,,https://store.steampowered.com/app/3884260,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3917070),3917070,,,,,,https://store.steampowered.com/app/3917070,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3654920),3654920,,,,,,https://store.steampowered.com/app/3654920,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3654930),3654930,,,,,,https://store.steampowered.com/app/3654930,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3654940),3654940,,,,,,https://store.steampowered.com/app/3654940,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3294500),3294500,,,,,,https://store.steampowered.com/app/3294500,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3654950),3654950,,,,,,https://store.steampowered.com/app/3654950,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3654960),3654960,,,,,,https://store.steampowered.com/app/3654960,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949880),3949880,,,,,,https://store.steampowered.com/app/3949880,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3654970),3654970,,,,,,https://store.steampowered.com/app/3654970,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3818810),3818810,,,,,,https://store.steampowered.com/app/3818810,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3851580),3851580,,,,,,https://store.steampowered.com/app/3851580,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3654980),3654980,,,,,,https://store.steampowered.com/app/3654980,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3917130),3917130,,,,,,https://store.steampowered.com/app/3917130,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3851620),3851620,,,,,,https://store.steampowered.com/app/3851620,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3917160),3917160,,,,,,https://store.steampowered.com/app/3917160,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3818860),3818860,,,,,,https://store.steampowered.com/app/3818860,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884400),3884400,,,,,,https://store.steampowered.com/app/3884400,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884420),3884420,,,,,,https://store.steampowered.com/app/3884420,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3917200),3917200,,,,,,https://store.steampowered.com/app/3917200,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3851670),3851670,,,,,,https://store.steampowered.com/app/3851670,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3949990),3949990,,,,,,https://store.steampowered.com/app/3949990,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884470),3884470,,,,,,https://store.steampowered.com/app/3884470,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3458490),3458490,,,,,,https://store.steampowered.com/app/3458490,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3818940),3818940,,,,,,https://store.steampowered.com/app/3818940,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3851710),3851710,,,,,,https://store.steampowered.com/app/3851710,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884480),3884480,,,,,,https://store.steampowered.com/app/3884480,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3425740),3425740,,,,,,https://store.steampowered.com/app/3425740,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3917280),3917280,,,,,,https://store.steampowered.com/app/3917280,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884510),3884510,,,,,,https://store.steampowered.com/app/3884510,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3294690),3294690,,,,,,https://store.steampowered.com/app/3294690,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3818980),3818980,,,,,,https://store.steampowered.com/app/3818980,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3130860),3130860,,,,,,https://store.steampowered.com/app/3130860,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3917300),3917300,,,,,,https://store.steampowered.com/app/3917300,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3458550),3458550,,,,,,https://store.steampowered.com/app/3458550,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884540),3884540,,,,,,https://store.steampowered.com/app/3884540,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3950070),3950070,,,,,,https://store.steampowered.com/app/3950070,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3950090),3950090,,,,,,https://store.steampowered.com/app/3950090,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884580),3884580,,,,,,https://store.steampowered.com/app/3884580,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3262000),3262000,,,,,,https://store.steampowered.com/app/3262000,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884610),3884610,,,,,,https://store.steampowered.com/app/3884610,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2475590),2475590,,,,,,https://store.steampowered.com/app/2475590,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3950150),3950150,,,,,,https://store.steampowered.com/app/3950150,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884640),3884640,,,,,,https://store.steampowered.com/app/3884640,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3851910),3851910,,,,,,https://store.steampowered.com/app/3851910,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884680),3884680,,,,,,https://store.steampowered.com/app/3884680,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3851920),3851920,,,,,,https://store.steampowered.com/app/3851920,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3819160),3819160,,,,,,https://store.steampowered.com/app/3819160,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884710),3884710,,,,,,https://store.steampowered.com/app/3884710,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3950250),3950250,,,,,,https://store.steampowered.com/app/3950250,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3950280),3950280,,,,,,https://store.steampowered.com/app/3950280,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3950300),3950300,,,,,,https://store.steampowered.com/app/3950300,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3819230),3819230,,,,,,https://store.steampowered.com/app/3819230,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3884820),3884820,,,,,,https://store.steampowered.com/app/3884820,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3852050),3852050,,,,,,https://store.steampowered.com/app/3852050,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3917590),3917590,,,,,,https://store.steampowered.com/app/3917590,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3360540),3360540,,,,,,https://store.steampowered.com/app/3360540,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3360550),3360550,,,,,,https://store.steampowered.com/app/3360550,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3917650),3917650,,,,,,https://store.steampowered.com/app/3917650,early_stage,error,False,未知,,,,,,2025-08-22
